家居 	 家装 减碳 从 点滴 来 做起   实现 家居 装修 低碳 的 目标 “ 低碳 节能 ” 之风 吹遍 大江南北 的 时候 ， 也 深入 家装 人士 之心 。 作为 “ 定制 化 ” 程度 很 高 的 行业 ， 消费者 的 选择 决定 了 原材料 的 选择 、 生产 的 过程 和 成品 的 呈现 ， 只有 消费者 和 企业 一起 努力 ， 才能 真正 实现 “ 减碳 ” 。 在 装修 过程 中 怎么 做 才能 实现 “ 低碳 ” 目标 呢 ？ 专家 表示 ， 材料 、 设计 、 工程 哪个 环节 都 不能 少 。 一 、 设计 ： 简约 、 自然 最佳 低碳 家装 要 从 源头 — — 设计 抓起 。 首先 ， “ 轻 装修 、 重 装饰 ” 的 设计 理念 ， 可以 让 整体 工程 的 “ 碳 排量 ” 降下来 ， 在 低 碳 之 余 还 为 家装 费用 “ 减负 ” 。 其次 ， 空间设计 上应 考虑 利用 自然资源 、 自然通风 、 多向 采光 ， 减少 空调 及 照明设备 的 使用 。 采用 一些 特殊 的 节能 系统 ， 像 红外线 感应 灯光 开关 系统 实现 “ 人 走 灯 熄 ” 来 节约 电能 。 二 、 材料 ： 选用 环保 、 节能产品 在 设计 选材 上 ， 尽量 选用 环保 、 易 再生 、 可回收 的 装饰 材料 ， 少用 或 不用 纯实 木地板 ， 多用 复合 强化 地板 ， 如 竹地板 、 竹胶 饰面板 等 ； 用 水性漆 而 尽量 不用 油性 漆 ； 选用 工厂 加工 好 的 成品 或 半成品 。 在 保证 使用 功能 的 情况 下 ， 可 尽量 选择 耗电量 、 用水量 低 的 日常 用具 ， 减少 资源 浪费 和 水电 费用 支出 。 一些 可以 自行 调节 能耗 功能 的 产品 也 可 考虑 。 如 具有 随控 开关 的 面板 可以 方便 地 将 电器 电源 关掉 ， 避免 其 长期 处于 待机 状态 而 耗电 ， 还 可以 保护 电器 ； 带有 定时 控制阀 的 采暖系统 在 家中 无人 时 可 调低 室温 ， 待 需要 提高 温度 时 ， 使用 自控 调节阀 定时 调整 ， 达到 节能 的 效果 。 家装 公司 减碳 要点 家装 公司 的 所作所为 也 能 做到 减碳 。 1 、 节省 施工 照明用 电 ： 日常 施工 照明用 电 ， 采用 节能灯 取代 白炽灯 ； 油工 打磨 腻子 时用 防爆灯 ， 采用 瓦数 更 低 的 白炽灯 。 2 、 节省 施工 机具 用电 ： 采用 低 功率 气泵 、 电钻 取代 大功率 气泵 、 电钻 ； 采用 非 电动式 陶瓷 切割机 取代 大功率 云母 机 。 3 、 节省 施工 用水 ： 现场 使用 临时 水盆 ， 洗手 时 水盆 下水 接入 专用 存 水桶 内 ， 洗手 水 用于 冲厕 等 。 三 、 施工 ： 点滴 做起 多头并进 施工 工程 部分 是 家装 的 重点 ， 此 过程 减碳 一方面 要 在 过程 中 主动出击 直接 减少 碳 排量 ， 另一方面 是 为 家装 完成 后 的 “ 碳 排量 ” 打下基础 ， 做好 “ 卫士 ” 工作 。 1 、 直接 减排 瓷砖 采用 薄 贴法 ， 用 石膏板 轻质 隔墙 部分 代替 砖 砌墙 以及 采用 合理 防水 涂布 ， 都 可以 做到 直接 减排 。 专家 介绍 ， 传统 铺 贴法 采用 水泥砂浆 作为 瓷砖 粘贴 材料 ， 粘贴 层 厚度 为 20 - 30mm 。 薄贴 法则 采用 新型 的 瓷砖 粘贴 材料 ， 粘贴 层 厚度 仅为 2 - 4mm ， 材料 为 成品 ， 较 传统 方法 节省 大量 的 材料 和 施工 时间 ， 粘贴 强度 还 优于 传统 方法 。 出于 格局 改造 需要 ， 新建 墙体 也 很 常见 。 黏土砖 的 生产 存在 高能耗 、 严重 污染环境 的 问题 ， 用 其 砌 新建 墙 还 会 加重 楼梯 承载 。 石膏板 则 质轻 、 耐火 、 保温 ， 用 它 砌筑 轻质 墙 将 会 大为 节省 煤 、 水泥 用量 ， 从而 减少 碳 排量 。 2 、 减碳 卫士 更换 优质 门窗 、 做好 外墙 内 保温 、 减少 水电 备用 端口 等 可 作为 房屋建筑 一道 防止 能量 损失 的 墙 。 一些 老房 的 门窗 老化 、 生锈 ， 已经 成为 能源 损耗 的 “ 罪魁祸首 ” 。 年志仁 表示 ， 最好 能够 换上 密封 性能 好 的 门窗 产品 ， 铁窗 、 木窗 可 换成 塑钢窗 或 断桥 铝合金 窗 ， 窗玻璃 可 换成 中空 双层 玻璃 或 真空 双层 玻璃 。 做好 外墙 内 保温 系统 可以 减少 夏季 制冷 、 冬季 采暖 的 能耗 。 位于 顶层 、 西 向 、 把 角 的 户型 可 在 与 外部 相接 的 墙体 内侧 做 一个 保温层 ， 实现 隔热 、 保温 、 隔音 。 不少 业主 在 装修 中会 将 今后 可能 用到 的 端口 位置 都 预留 出来 。 事实上 ， 这些 备用 端口 的 使用率 极低 ， 不仅 会 造成 材料 浪费 ， 备用 强电 端口 还会 产生 电能 损耗 ， 水路 端口 会 留下 渗漏 、 爆管 等 隐患 ， 建议 合理 预留 端口 ， 不要 一味 求全 。 无绳电话 、 电冰箱 等 需要 长期 通电 使用 的 电器 ， 可 在 总控 开关 中 单独 布线 。 不 需用 电时 可 将 总控 开关 中 的 其他 开关 关掉 ， 既 可 减少 电能 损耗 ， 又 可 保证 电器 安全 ， 最大 程度 避免 电路 隐患 。 我要 评论 
 家居 	 一种 现代感 十足 的 海岸 家居 风格 ( 图 ) 一种 现代感 十足 的 海岸 家居 风格 ， 一个 纯白 明净 的 空间 ， 有 了 寥寥 数笔 的 条纹 饰品 点缀 ， 更显 轻快 、 生机 和 雅致 。 在 这里 ， 灯具 、 椅子 的 条纹 与 百叶窗 的 横条 相互 呼应 ， 白调 空间 不经意 的 几抹 蓝色 令人 浮想联翩 ， 似乎 海浪 、 沙滩 近在咫尺 之间 。 而 有机 形状 的 水果 托盘 和 白色 球状 饰物 却 似乎 有意 打断 了 这种 平衡 和 幻想 ， 试图 带给 空间 更 多 的 艺术 气息 。 
 家居 	 一般 呈 矩形 或 梯形 向 室外 凸起 ( 图 ) 一般 呈 矩形 或 梯形 向 室外 凸起 。 它 三面 都 装有 玻璃 ， 窗台 高度 较 低 ， 既有 大面积 的 玻璃 采光 ， 又 有 宽敞 的 窗台 ， 在 视觉 上 可以 延伸 室内空间 。 
 家居 	 一边 FUSION 一边 妖娆 ( 图 ) 一边 FUSION 一边 妖娆 袁禧 家里 的 颜色 并不多 ， 数来数去 也 就是 红 、 黄 ， 加上 家具 、 门框 踢脚线 的 褚红 ， 用作 点缀 的 宝蓝 便 因此 直 跳入 人 眼帘 ， 闪 出 灵气 十足 。 曾经 有人 形容 袁禧 的 家里 太 妖娆 ， 袁禧 却 不以为然 ， 他 的 用色 ， 自有 着 他 的 道理 。 
 家居 	 一边 工作 一边 带 小孩   建筑师 梦想 屋 ( 组图 ) 这 ? ， 原本 是 一间 大型 仓库 ， 经过 改造 装修 ， 变成 二位 在家 接案 的 建筑师 夫妇 的 梦想 屋 ， 因为 可以 工作 也 陪伴 他们 的 小宝贝 ! 夫妻俩 育有 二儿 ， 就 顺势 在 中庭 做 了 小孩 的 专属 游戏 间 ， 让 孩子 们 有 宽广 的 空间 可以 尽情 玩耍 ， 两旁 也 特意 做 上 透明 的 玻璃 窗户 ， 建筑师 们 就 可边 工作 边 看管 孩子 们 ? ! 
 家居 	 一道 生活 经验 的 测试题 ( 图 ) 一道 生活 经验 的 测试题 王泉考 了 我们 一个 问题 ， “ 在 餐桌 旁 除了 酒具 最 需要 放 的 是 什么 ？ ” 答案 是 保鲜膜 。 在 王泉 的 设计 里 ， 餐桌 靠近 吧台 ， 吧台 半米 外即 是 冰箱 。 吃 完 晚饭 ， 起身 从 吧台 柜 拿出 保鲜膜 ， 再 放入 冰箱 ， 整个 过程 自然 极了 ， 方便 到 我们 都 意识 不到 他 在 设计 ， 这 令人 联想起 近来 盛行 的 “ 平常 至极 ” 的 设计 风 ， “ 设计 的 最高 境界 是 看不出 设计 的 痕迹 。 ” 王泉 这样 总结 他 的 理念 ， 这种 闪光点 在 这个 家里 有 很多 。 “ 我 不 喜欢 没有 用 的 装饰 。 ” 找遍 王泉 的 家 ， 看不到 任何 炫耀性 符号 ， 一切 朴素 而 低调 ， 几何 美感 与 纯粹 美学 支配 着 这个 家 的 视觉 呈现 。 直线 条 体现 在 装饰 面板 的 竖线 和 百叶窗 的 横线 中 ， 间 有 立灯 的 弧线 调剂 。 色调 以 白色 为主 ， 兼有 冷色调 的 青色 与 温暖 的 原木色 。 建筑师 将 许多 建筑材料 运用 于 室内 。 王泉 说 他 不 喜欢 室内 室外 两重天 ， 也 不 喜欢 特别 室内 的 材料 。 因此 ， 石材 、 阳光板 、 水泥 、 纸 与 木 大量 运用 在 设计 中 ， “ 我 喜欢 它们 真实 的 质感 。 ” 王泉 说 。 
 家居 	 七彩 餐具 打造 香艳 厨房 ( 组图 ) 漂亮 的 餐具 总能 让 人 胃口 大增 ， 在 09 的 春天 ， 你 想 拥有 下面 哪 一套 呢 ? 漂亮 的 餐具 总能 让 人 胃口 大增 ， 在 2009 年 新春 ， 不少 漂亮 夺目 的 餐具 涌现 ! 
 家居 	 七款 个性 窗帘   清爽 随性 DIY ( 组图 ) 极具 创造性 的 窗帘 ， 您 准备 好 动手 制作 了 么 ？ 只 需 窗帘布 、 桌布 等等 作为 制作 窗帘 的 原材料 ， 一切 都 十分 简单易行 。 
 家居 	 三 四级 市场 是 中小 地板 企业 的 温床 品牌 建材 企业 的 下乡 路上 遭遇 “ 地头蛇 ” 围攻 的 情况 也 时有发生 。 大 品牌 放下 身段 走近 低端 市场 ， 品牌 高度 受到 影响 ， 产品 也 出现 “ 水土不服 ” 。 重重 压力 下 ， 三 四级 市场 到底 是 天堂 还是 地狱 ?   继 家电 下乡 后 ， 陶瓷 卫浴 、 地板 、 太阳能 热水器 等 行业 的 大 品牌 建材 企业 纷纷 拓展 三 四级 市场 。 例如 大自然 地板 今年 计划 将 三 、 四级 市场 门店 增至 500 家 。 品牌 军 的 扩张 让 三 四级 市场 变得 炙手可热 。 但 作为 中小企业 发展 的 " 温床 " ， 大 品牌 的 加入 无疑 在 终端 带来 了 巨大 冲击 。 三 四级 市场潜力 巨大 待 释放 家电 下乡 工程 取得成效 以后 高兴 的 不光 是 农民 ， 还有 企业 。 农村 市场 巨大 潜力 让 家居 建材 企业 也 感到 “ 下乡 ” 大有作为 。 今年 两会 上 全国 人大代表 、 佛山市 市长 陈云 贤 提议 ， 扩大 “ 下乡 ” 产品 范围 ， 让 家居 建材 企业 也 成为 “ 下乡 ” 政策 的 受益者 ， 更是 顿时 激起 众多 尚 在 作壁上观 的 建材 企业 放下 身段 去 农村 的 强烈 愿望 。 对于 农村 市场 的 潜力 是 显而易见 的 ， 拉动 内需 成为 终极目标 是 ， 也 让 曾经 被 边缘化 的 乡镇 市场 ， 将 摇身一变 “ 从 幕后 走向 台前 ” 。 再 加上 今年 楼市 飘摇 ， 家居 建材行业 中 的 地板 品牌 企业 也 开始 借鉴 家电行业 的 “ 下乡 工程 ” ， 进行 渠道 下沉 ， 开拓 三 四级 市场 空间 。 三 四级 市场 成 中小企业 “ 温床 ” 如果 金融危机 没有 来临 ， 也许 品牌 军 开拓 三 四级 市场 的 脚步 会来 的 迟 一些 。 危机 的 到来 ， 加快 了 品牌 企业 扩张 的 脚步 ， 却 并 没有 影响 到 低端 品牌 在 农村 市场 的 畅销 。 据 建筑 陶瓷 行业协会 的 数据 显示 ， 以 河北 唐山 、 四川 夹江 和 广东 潮州 三大 产地 为主 的 低端 瓷砖 产品 垄断 了 全国 农村 建陶 市场 。   
 家居 	 三大 流行 风格 在 家居设计 中 ( 图 ) 墙画 的 三大 流行 风格 在 家居设计 中 ， 考虑 手绘 墙画 的 位置 主要 有 以下 几种 情况 。 一种 是 选择 一面 比较 主要 的 墙面 大面积 绘制 ， 这种 手绘 墙画 是 作为 家里 的 主要 装饰物 面孔 出现 的 ， 往往 会 给 访客 带来 非常 大 的 视觉 冲击力 ， 效果 非常 突出 ， 印象 深刻 。 另外 一种 是 针对 一些 比较 特殊 的 空间 进行 针对性 绘制 ， 比如 阳光房 可以 在 局部 绘制 与 太阳 、 花鸟 为 主题 的 画 ， 在 楼梯间 画棵 大树 等等 。 还有 一种 是 属于 “ 点睛 ” 的 类型 ， 在家 的 装饰 时 ， 经常 有 一些 拐角 、 角落 位置 不 适合 摆放 家具 或者 装饰品 ， 这时候 就 可以 用 手绘 墙画 来 丰富 起来 。 此外 ， 还 有些 专门 针对 家居 、 装饰品 来画 一些 比较 有 创意 性 的 画 ， 比如 在 沙发 后面 画 。 
 家居 	 三室两厅 住宅 选中 588 套餐 装修 ( 图 ) 房屋 档案 项目名称 ： 香江 名城 · 国际 房屋 类型 ： 三室 二厅 一 厨二卫 工程 面积 ： 125 平方米 “ 588 套餐 ” 造价 ： 7.35 万元 套餐 以外 增项 价格 ： 3.65 万元 ( 包含 ： 水电 改造 、 包 垭口 、 包窗 套 、 石膏板 吊顶 等 ) 工程 总 造价 ： 11 万元 主材 名单 “ 588 套餐 ” 配送 的 材料 包括 ： 蒙娜丽莎 地砖 、 东洋 铭 木地板 、 福乐 阁 7 系 墙面漆 、 三优 实创 木门 、 三优 实创 橱柜 、 现代 铝 天花 、 箭牌 洁具 等 。 实创 装修 套餐 掀起 惠民 风暴 3 月份 ， 实创 装饰 宣布 家装 挺进 工厂化 时代 ， 标志 着 家装 从 个性化 、 定制 化 逐步 提升 到 规模化 、 标准化 阶段 。 本月 ， 该 装饰 公司 再次 重拳出击 ， 接连 推出 一系列 惠民 行动 ， 让 更 多 的 普通 消费者 能 更 方便 地 享用 到 现代化 的 装修 服务 。 谈及 推出 惠民 活动 的 目的 ， 实创 装饰 集团 总经理 孙威 说 ， 该 企业 的 定位 是 服务 大众 的 平民化 装修 ， 今年 该 企业 倡导 工厂化 装修 ， 在 预算 、 材料 、 施工 、 管理 、 模式 等 方面 做到 有 可 执行 的 标准 ， 可以 复制 ， 可以 规模化 生产 。 孙威 进一步 解析 ， 家装 套餐 是 经过 大众 实践 的 最 准确 的 家装 预算 管理 ， 也 是 最 符合 大众 家装 基本 需求 的 ， 套餐 装修 采用 的 原料 都 是 全球 采购 、 品质 有 保障 、 工业化 程度较高 ， 年初 ， 实创 率先 在 业内 新增 PDA 工程 管理系统 ， 做到 工程质量 层层 把 控 ， 先进 的 后台 服务 处理 可以 在 产品 运输 、 物流 方面 整合 资源 、 节约 成本 ， 也 可以 在 施工 监理 、 工人 施工 、 售后 维护 方面 合理 统筹 ， 减少 人力 浪费 。 此次 惠民 风暴 将 从 本 月初 开始 陆续 推进 ， 本周 直省 万元 的 优惠活动 将 正式 亮相 ， 墙漆 全面 升级 为 北欧 原装 进口 福乐 阁 涂料 ， 仅 此 一项 ， 消费者 就 可 节约 5000 元 。 实创 负责人 说 ， 这 仅仅 是 一个 序幕 ， 更 精彩 的 活动 将 在 随后 制造 一波 又 一波 惊喜 。 
 家居 	 三招 教 你 选好 沙发 套 ( 图 ) 三招 教 你 选好 沙发 套   目前 用作 沙发 套 的 面料 多有 棉料 、 麻料 、 绒料 这 几类 。 其中 棉料 是 目前 市场占有率 最广 的 类型 ， 消费者 在 选择 时应 先 摸 ， 手感 细腻 柔软 且 厚实 为佳 ； 二看 ， 花型 应该 立体 自然 ， 色泽 均匀 柔和 ； 三闻 ， 用 火机 点 火烧 布料 的 线头 ， 能 化成灰 并且 无 焦味 的 品质 较 好 。   属 天然 成份 的 麻料 优点 在于 冬暖夏凉 、 档次 偏高 、 还 可全 拆洗 。 由于 麻料 的 缩水率 非常 高 ， 因此 购买 时应 问清 布料 是否 经过 长时间 浸泡 ， 并 做 了 预缩 处理 。 绒布 面料 制作 的 家具 价格 偏贵 ， 但 其 光泽度 好 ， 手感 舒适 。 购买 时要 用 手摸 ， 轻柔 滑顺 、 有 绸缎 细腻 质感 的 为 佳 。   
 家居 	 三明治 瓷砖 来源于 三明治 ( 图 ) 上面 这 款 “ 三明治 瓷砖 ” 据说 这种 设计 灵感 来源于 三明治 ： 它 采用 两块 透明 的 聚合 材料 制成 的 抗压 玻璃板 做 “ 面包 ” ， 至于 中间 的 夹层 ， 您 就 可以 自由发挥 了 。 
 家居 	 三种 不同 的 颜色 巧妙 结合 起来 ( 图 ) 该 美丽 的 书房 位于 北 好莱坞 ， 由 来自 加州 最 吸引 人 的 海滨 城市 Santa   Monica 的 建筑师 Aleks   Istanbullu 设计 完成 。 其于 主宅 相 分离 ， 主任 可以 在 里面 读书 、 听 音乐 ， 在 轻松 中 度过 美好 的 时光 。 设计师 将 三种 不同 的 颜色 巧妙 的 结合 起来 ， 没有 一点 突兀 的 感觉 。 清澈 的 水流 从 入口 池塘 处延 着 一条 水道 缓缓 流下 ， 落入 一个 桶状 装置 中 ， 飞溅 的 水花 落 在 池塘 的 茉莉花 上 ， 闪现 晶莹 的 光芒 。   
 家居 	 三种 庭院 风情 打造 本专题 中 的 三个 上海 庭院 ， 运用 三种 庭院 的 打造 方法 ， 又 结合实际 条件 ， 因地制宜 ， 各具 风情 ， 值得 大家 借鉴 和 学习 。 东南亚 风情 特色 东南亚 庭院 最大 的 特点 是 最 自然 的 风情 ， 注重 对 遮阳 、 通风 、 采光 等 问题 的 解决 ， 且 注重 对 日光 和 雨水 的 再 利用 ， 从而 达到 节省能源 的 效果 。 所以 ， 外观 一般 比较 通透 和 清爽 ， 例如 百叶 式 的 白色 外墙 ， 绿色 的 墙面 。 此外 ， 遮阳 的 处理 也 是 东南亚 庭院 的 特色 。 手法 充分运用 当地 材料 ， 植物 、 桌椅 、 石材 等 都 取材 当地 ， 强调 简朴 、 舒适 的 度假 风情 。 清凉 的 藤椅 、 泰丝 抱 枕 、 精致 的 木雕 、 造型 逼真 的 佛手 、 妩媚 的 纱 幔 等 。 营造 东南亚 重要 手法 就是 要 让 人 无 负担 地 随性 坐 卧 ， 舒缓 紧张 情绪 ， 抛开 纷扰 的 俗世 ， 遗忘 身边 的 繁杂 。 泰式 三角 靠垫 ， 放置 在 低矮 的 藤椅 中 ， 不经意 地 让 人 放下 身段 ， 随性 坐 卧 。 色彩 偏爱 自然 的 原木色 ， 大多 为 褐色 等 深色 系 ， 有 泥土 的 质朴 ， 加上 布艺 的 点缀 搭配 ， 使 气氛 相当 活跃 ， 布艺 多 为 深色 系 ， 且 在 光线 下会 变色 ， 沉稳 中透 着 贵气 。 适用 藤 、 麻等 原始 纹理 材料 ， 用色 为 暖 黄色 和 深 咖啡色 。 植被 选取 在 东南亚 庭院 中 ， 绿色植物 也 是 突显 热带 风情 关键 的 一笔 ， 尤其 以 热带 大型 的 棕榈树 及 攀藤 植物 效果 最佳 ， 最 常见 的 热带 乔木 还有 椰子树 、 绿萝 、 铁树 、 橡皮树 、 鱼尾 葵 、 菠萝蜜 等 ， 其 形态 极富 热带 风情 ， 是 营造 东南亚 庭院 的 必备品 ， 而 在 亭台 旁 最好 有 高低 错落 的 植物 陪衬 ， 才能 味道 更足 。 本案 分析 我们 案例 中 的 东南亚 风格 的 庭院 也 是 改造 翻新 了 上海 的 一处 老洋房 ， 庭院 中心 是 开阔 的 东南亚 式 建筑 ， 与 自然 融为一体 。 绿色植物 和 绚烂 的 花朵 ， 烘托出 东南亚 的 自然 绚丽 。 庭院 里 有 金色 的 泰国 佛像 ， 可爱 的 大象 石雕 ， 摆放 了 清凉 的 藤椅 ， 靠垫 则 由 紫色 泰丝 制成 ， 力求 每个 细节 都 打造出 当地 的 氛围 。 中式 风情 特色 中国 的 庭院 修 得 如同 大自然 的 缩影 ： 假山 、 喷泉 、 廊 亭 、 荷塘 ， 叠石 理水 ， 水石 相映 。 中国 传统 的 造景 方法 讲究 虚实 结合 、 若即若离 的 朦胧 感觉 ， 既 要 看到 美景 又 要 有 一眼 望 不 透 的 效果 。 手法 造园 时多 采用 障景 、 借景 、 仰视 、 延长 和 增加 园路 起伏 等 手法 ， 利用 大小 、 高低 、 曲直 、 虚实 等 对比 达到 扩大 空间感 的 目的 ， 产生 “ 小中见大 ” 的 效果 。 传统 中式 庭院 里 ， 让 人 感到 如 山水 国画 般的 悠远 意境 。 在 构图 上多以 曲线 为主 ， 讲究 曲径通幽 ， 忌讳 一览无余 。 以 木质 的 亭 、 台 、 廊 为主 ， 月洞门 、 花格 窗 起到 阻隔 、 分割 视线 的 作用 。 中式 园林 少不了 水 的 滋润 ， 也 可模仿 山泉 小溪 ， 用 中国式 的 景观石 、 山石 搭成 假山 造景 。 色彩 以 鲜艳 为主 ， 偏爱 喜庆 的 朱红色 ， 金黄色 作为 背景 ， 看起来 很 有 精神 ， 有种 华丽 感 。 植被 选取 屋后 栽竹 ， 厅前 植桂 ， 花坛 种 牡丹 ， 水池 栽 荷花 ， 这是 中式 园林 经常 使用 的 植被 种植 方法 。 特别 重视 寓意 于物 ， 以物 比德 。 喜欢 把 自然 景物 看做 是 品德 美 、 精神 美 和 人格 美的 一种 象征 ， 而 作为 “ 岁寒三友 ” 之一 的 竹 ， 则 以 其 纤细 的 外表 和 坚韧 的 品格 ， 成为 中式 庭院 里 出现 最多 的 植物 之一 。 中式 庭院 最具 代表性 的 植物 梅 、 兰 、 菊 、 竹 以此 隐喻 主人 的 虚心 、 有节 、 挺拔 凌云 、 不畏 霜寒 的 君子 风范 。 本案 分析 我们 案例 中 的 中式 庭院 是 上海 的 一个 老洋房 改造 后 的 庭院 ， 主人 自己 设计 ， 一切 装备 也 是 亲自 去 订做 的 ， 运用 了 景德镇 陶瓷 ， 长满 青苔 的 苏州 老井 等 中国 符号 。 模仿 山泉 小溪 ， 水流 从 高处 跌落 ， 中间 是 一汪 曲线 形状 的 池塘 ， 泉水 丁冬 于 耳 。 池中 荷花 、 荷叶 亭亭玉立 ， 金鱼 嬉戏 其间 。 在 庭院 里 主人 摆上 了 现代 的 沙发 桌椅 ， 可以 一边 享受 中式 美景 ， 一边 休息 娱乐 ， 会见 朋友 。 地中海 风情 特色 地中海 风格 代表 一种 特有 居住 环境 造就 的 极 休闲 的 生活 方式 。 这种 风格 装修 的 庭院 ， 空间布局 形式 自由 ， 颜色 明亮 、 大胆 、 丰厚 却 又 简单 。 其 装修 设计 精髓 是 捕捉 光线 ， 取材 天然 的 巧妙 之 处 。 手法 在 设计 上 运用 多种类型 的 空间 搭配 ， 集 装饰 与 应用 于 一体 ， 散发出 自然 清新 的 田园 气息 和 文化 品位 。 蓝色 家具 布置 的 时候 多用 的 ， 但是 簇新 感觉 的 家具 是 一定 不 适合 “ 地中海 ” 的 ， 所以 很多 家具 要 故意 做 旧 才 好 用 。 而且 ， 家具 最好 是 用 实木 或藤类 的 天然 材质 制成 ， 而且 要 线条 简单 、 圆润 ， 有 一些 弧度 。 色彩 地中海 风格 偏爱 使用 象征 太阳 的 黄色 、 天空 的 蓝色 、 地中海 的 青 以及 橘色 ， 整体 上 来说 不 偏好 清淡 色彩 。 在 我们 常见 的 “ 地中海 风格 ” 中 ， 蓝 与 白 是 比较 主打 的 色彩 。 植被 选取 地中海 风格 对应 的 植被 类型 为 副热带 常绿 硬叶林 ， 此类 植物 的 特点 为 叶片 一般 较厚 ， 叶 表面 有 蜡质 ， 还 包括 葡萄 、 橄榄 、 柑橘 等 。 本案 分析 我们 案例 中 的 地中海 风格 庭院 主体 用 白色 框架 ， 大片 玻璃 搭建 了 一个 阳光房 ， 外有 回廊 ， 环绕 草坪 ， 可以 坐在 回廊 的 桌椅 上 喝茶 用餐 ， 草坪 的 开阔视野 让 人 心情舒畅 。 主人 追求 自然 简单 ， 家具 大量 使用 白色 和 蓝色 ， 相互 渗透到 每个 角落 。 上海 的 气候 不 适宜 种植 大量 热带植物 ， 所以 主人 在 花园里 种植 大面积 草坪 ， 使用 的 盆栽 小巧 精致 ， 总体 感觉 很 舒服 ， 丝毫 没有 繁冗 的 味道 。 
 家居 	 三种 色彩 搭配 出 不同 的 客厅 表情 ( 组图 ) 表情 一   用 同色系 铺陈 视觉 关系 红色 跟 橘色 作为 主调 并 不是 很 容易 把握 的 ， 因为 大面积 此类 颜色 的 使用 容易 使人 感到 烦躁 ， 而 这间 客厅 的 搭配 却 恰到好处 。 墙壁 摒弃 了 花色 的 壁纸 ， 保留 纯白 的 底色 ， 只 挂 了 两幅 充满 稚拙 童趣 的 画作 ， 并 以 简洁 明快 的 天蓝色 打破 视野 中 红色 占据 的 僵局 。 地板 也 做 了 简单 处理 ， 只 铺 一块 浅淡 的 扎染 效果 的 地毯 ， 绝不 喧宾夺主 。 红色 单人 转椅 跟 外面 的 红色 圆顶 镂空 沙发 相配 ， 自然 而 亲切 。 橘色 的 拐角 沙发 线条 干净利索 ， 上面 摆放着 玩具 熊 和 各色 靠 包 ， 玩具 熊猫 坐 着 的 两把 小椅子 和 茶几 一侧 的 小 木马 ， 无一 不 透露 着 孩童 的 可爱 。 条纹 茶几 和 小柜子 都 选取 原木 材质 ， 不论是 茶几 上 的 珠算 、 小柜子 下面 收纳 的 各式 玩具 ， 还是 木质 方 花瓶 中垂 落下 的 红绿 相间 的 枝叶 ， 全都 非常 贴合 房间 谐趣 欢快 的 主题 风格 。 
 家居 	 三种 面积   三个 女人 的 空中 花园 ( 组图 ) 这 是 我 的 空中 花园 最后 的 结果 . 有个 吧台 , 还有 小 餐厅   , 还有 可以 打牌 的 地方 . 没有 比 这个 更 让 我 满意 的 地方 了 . 
 家居 	 三脚架   更 稳定 更 精确 ( 图 ) 这些 疯狂 有趣 的 想法 出自 德国 红 点 概念 奖 。 这个 主要 鼓励 年轻 设计师 创意 的 奖项 近日 揭晓 ， 从 来自 49 个 国家 的 接近 2000 件 作品 中 ， 评委 根据 创新 程度 、 美感 、 可行性 、 功能性 、 实用性 、 人机 工学 与 情感 内涵 等 标准 ， 选出 170 件 获奖 概念 ， 其中 的 21 个 获得 “ 好 中 最好 ” 奖 。 大量 亚洲 选手 ， 尤其 是 来自 中国 大陆 、 韩国 的 设计师 ， 在 红点 概念 奖上 表现 不俗 。 
 家居 	 上下 固定 的 斜 屋顶 窗拉帘 ( 图 ) 斜 屋顶 窗 的 拉帘   上下 固定 的 斜 屋顶 窗拉帘   在 复式 结构 房屋 的 顶层 ， 往往 会 出现 斜 屋顶 窗 。 尝试 为 这样 的 窗户 制作 窗帘 ， 是 既 新鲜 ， 又 有趣 的 事情 。 这样 的 窗户 最 适合 使用 上下 都 分别 固定 的 拉帘 ， 首先 要 将 用来 挂 窗帘 的 窗帘 环穿 入 窗帘 竿 ， 然后 把 窗帘 竿 通过 支架 固定 在 墙上 ， 最后 把 装好 挂钩 的 窗帘 挂 在 窗帘 环上 就 完成 了 。   1   由于 斜 屋顶 窗 的 特别 形状 ， 窗帘 支架 一般 是 固定 在 人们 面窗 而 立时 所 面对 的 那面 墙壁 上 ， 而且 支架 距 窗户 要 有 一定 的 距离 。 2   窗帘 是 通过 窗帘 上 的 挂钩 挂 在 窗帘 环上 的 ， 这样 摘取 也 很 方便 。 
